age,wc,education,marital status,race,gender,hours per week,IncomeClass
19,0,0,0,1,0,30,0
30,0,4,0,1,0,45,1
26,0,0,0,1,0,35,0
34,1,0,1,1,0,45,0
49,0,2,2,0,1,40,0
35,0,1,1,1,0,40,0
38,0,0,0,1,1,40,0
36,0,0,1,0,0,20,0
33,0,0,1,3,0,48,1
54,0,1,0,1,1,40,0
19,1,0,0,1,0,40,0
60,0,0,1,1,0,40,0
25,0,2,0,1,0,70,0
30,0,1,1,0,0,35,0
90,1,4,1,1,0,60,1
25,0,0,0,1,0,40,0
29,0,0,1,1,0,40,0
55,0,1,1,0,0,40,1
31,2,2,0,0,1,40,0
59,0,0,1,1,0,40,0
42,0,2,1,0,1,50,1
26,0,2,0,1,1,20,0
26,0,1,1,1,0,45,0
24,0,0,1,1,1,40,0
35,0,2,2,1,0,40,1
31,0,0,1,1,1,55,0
63,0,2,3,1,1,25,0
22,0,2,0,2,1,10,0
32,0,0,2,4,1,28,0
25,0,0,0,1,0,40,0
26,1,4,1,1,1,40,0
32,0,2,1,1,0,40,0
57,0,1,1,1,0,40,1
90,0,4,0,0,0,50,1
60,0,0,2,1,1,33,0
71,1,4,3,1,1,40,0
50,1,0,2,1,1,40,0
37,0,1,1,1,0,45,1
23,0,0,0,2,1,40,0
74,0,0,1,1,0,30,0
67,0,1,1,1,0,70,0
59,0,1,1,1,0,43,1
28,0,0,1,1,0,40,0
45,0,0,1,3,0,40,0
39,0,2,0,1,1,63,0
32,0,2,0,2,0,40,0
34,0,2,1,1,0,45,1
39,0,0,0,1,0,40,0
22,0,0,1,1,0,40,0
53,0,2,2,1,1,43,1
51,0,1,1,1,1,40,1
44,0,3,2,1,1,99,0
27,0,2,0,0,1,40,0
39,0,2,0,1,0,40,1
45,2,1,1,1,0,40,1
37,0,1,1,1,0,45,0
33,0,0,2,1,0,40,0
33,0,0,1,0,0,50,0
48,0,2,1,1,0,40,0
32,0,0,2,1,0,50,0
20,0,1,0,1,1,32,0
35,0,0,0,2,0,60,0
19,0,0,0,1,1,25,0
21,0,0,0,1,1,40,0
28,0,2,0,1,1,16,0
45,0,0,2,1,1,40,0
44,0,2,1,1,0,12,0
55,0,0,1,1,0,40,1
34,0,1,1,1,0,40,1
33,0,4,1,1,0,40,1
36,0,2,0,1,0,55,0
25,0,0,0,1,1,40,0
28,0,2,0,1,0,40,0
39,0,2,1,1,0,55,1
47,0,0,2,3,1,45,0
22,0,0,0,3,0,40,0
31,0,1,0,1,0,40,0
19,0,0,0,1,0,40,0
23,0,1,0,1,0,25,0
44,0,3,1,1,0,65,1
54,1,0,1,1,1,35,0
23,0,0,1,1,0,38,0
21,0,1,0,1,1,10,0
51,0,2,1,1,0,20,1
41,0,2,1,1,0,50,1
61,0,1,1,1,0,18,1
22,0,2,0,1,0,40,0
22,0,0,0,1,1,40,0
38,0,1,1,1,0,40,0
29,0,0,1,1,0,40,1
41,0,1,2,1,1,80,0
27,0,0,0,1,0,40,0
25,0,0,0,1,0,42,0
33,0,2,1,1,0,75,1
26,0,0,0,1,1,40,0
43,0,0,2,1,0,45,0
53,2,4,1,1,0,40,1
43,0,2,2,1,1,40,0
56,0,0,2,1,0,35,0
25,0,2,1,1,0,50,0
60,0,4,2,0,0,40,0
28,0,1,0,1,1,40,0
21,0,0,0,1,0,40,0
40,0,2,0,0,1,40,0
29,0,0,1,0,0,40,0
20,0,1,0,1,1,25,0
25,0,0,1,1,0,80,1
48,0,0,3,1,1,16,0
20,0,1,0,1,1,25,0
55,0,0,2,1,1,40,0
33,1,2,0,1,1,50,1
35,0,1,1,1,0,40,0
39,1,2,1,1,0,35,1
19,0,0,0,2,1,40,0
25,0,0,0,0,1,40,0
44,0,1,1,1,0,72,1
39,0,0,1,1,1,40,1
34,0,2,0,2,1,40,0
43,1,2,2,1,1,39,0
26,0,0,2,1,1,30,0
25,0,2,0,1,0,40,0
54,1,1,1,0,0,30,0
33,0,0,0,1,0,40,0
44,0,4,1,1,0,40,1
21,1,1,0,1,0,40,0
43,0,1,1,1,0,40,1
51,1,4,1,1,0,45,0
29,0,0,1,1,0,40,0
35,0,0,1,1,0,40,0
19,0,0,0,1,1,20,0
38,0,0,1,1,0,44,0
45,0,1,1,1,1,40,0
27,0,1,1,2,0,40,1
38,1,1,1,1,0,72,0
30,0,0,2,1,0,30,0
46,0,2,1,1,0,40,0
60,0,0,1,1,0,40,1
47,0,1,1,0,0,40,1
39,0,2,0,1,1,40,0
42,0,1,1,1,0,45,1
27,0,1,2,1,1,40,0
44,0,1,2,1,0,40,0
33,0,2,1,1,0,40,0
54,0,2,0,1,0,50,1
45,0,2,0,1,0,30,0
59,0,1,1,1,0,50,0
27,0,0,0,1,1,40,0
44,0,4,1,1,0,20,1
44,0,0,1,1,0,40,1
33,0,1,1,1,0,70,1
27,0,0,0,1,0,40,0
33,0,2,1,1,0,55,1
30,0,2,1,1,0,45,1
28,0,2,0,1,1,48,0
29,0,4,1,1,0,40,1
66,0,0,0,0,1,3,0
60,0,0,1,1,0,45,1
31,0,2,1,1,0,40,0
26,0,0,0,1,0,40,0
24,0,0,0,1,0,45,0
29,0,2,0,1,0,50,1
44,0,0,1,1,0,45,1
34,1,2,1,1,0,55,1
59,0,2,1,1,0,43,1
23,0,2,0,2,0,24,0
35,0,0,2,1,1,40,0
47,0,0,1,1,1,38,1
23,0,1,0,0,0,25,0
35,0,4,0,1,0,50,1
44,0,1,2,1,1,40,0
28,0,0,0,1,1,25,0
26,0,2,0,2,1,40,0
23,0,0,0,1,0,45,0
32,0,0,1,1,0,25,0
36,0,1,0,1,0,60,0
36,0,0,2,1,1,36,0
43,0,1,1,0,1,40,0
35,1,1,2,1,1,40,0
31,0,1,1,1,0,50,1
46,0,1,1,2,0,40,0
56,0,0,1,1,0,40,0
21,0,0,0,1,0,40,0
51,0,4,1,1,0,50,1
19,0,1,0,1,1,30,0
25,0,2,0,1,0,40,0
37,0,4,1,1,0,60,1
40,0,0,1,1,0,30,0
38,0,0,1,1,0,50,1
34,0,1,2,1,1,34,0
46,2,1,2,1,0,40,0
30,0,0,0,1,0,38,0
35,0,0,0,1,0,48,0
62,0,1,0,1,1,39,1
25,0,2,0,1,0,40,0
41,0,1,0,0,0,33,0
35,0,0,0,1,1,27,0
33,0,1,1,1,0,41,1
56,0,0,1,1,0,40,1
53,1,0,2,4,0,40,1
54,0,0,1,1,0,50,1
30,0,2,0,1,1,40,0
51,0,5,0,1,0,40,1
30,0,0,1,1,0,50,1
30,0,2,0,1,0,50,0
32,0,1,1,0,0,16,0
30,0,1,0,1,0,50,1
35,0,4,1,1,0,40,0
40,0,1,2,1,1,44,1
32,0,1,0,1,0,44,0
49,0,4,1,1,1,40,0
60,0,2,1,1,0,35,0
55,0,5,1,1,0,80,1
41,0,2,2,1,1,30,0
24,0,0,0,1,0,40,0
53,0,4,1,1,0,60,1
41,0,0,1,1,1,40,1
32,0,0,0,1,1,40,0
59,0,2,2,1,0,40,0
31,0,0,0,1,1,35,0
63,0,1,2,1,1,60,0
31,1,1,1,1,0,56,1
51,0,2,0,1,0,20,0
23,0,0,0,1,0,40,0
56,0,0,1,1,0,45,0
39,0,0,1,1,0,40,1
31,0,1,0,1,0,50,0
44,1,4,1,1,0,35,0
37,2,5,1,1,0,72,1
41,0,1,1,1,0,46,1
43,0,0,1,1,0,40,1
24,0,2,1,1,0,45,1
40,0,0,2,1,0,40,0
22,0,0,0,1,1,40,0
21,0,1,0,1,0,12,0
32,0,0,1,1,1,40,0
45,0,4,2,1,0,48,1
46,1,3,1,1,0,40,1
26,0,1,0,1,0,44,0
22,0,1,0,1,1,10,0
20,0,1,0,1,0,25,0
28,0,0,1,1,0,45,0
23,0,0,1,1,0,40,0
31,0,1,1,1,0,55,0
30,0,2,0,1,0,50,0
27,0,1,1,1,0,48,0
41,0,1,1,1,0,60,1
61,0,0,1,1,0,40,0
47,0,0,2,0,1,40,1
48,0,2,1,1,0,45,1
56,0,0,1,1,0,40,1
20,0,1,0,4,1,40,0
21,0,1,0,1,1,40,0
37,0,0,1,1,0,40,0
42,0,1,1,1,0,40,0
20,0,0,0,1,1,30,0
54,0,5,1,1,0,50,1
32,1,0,1,1,1,22,0
50,0,1,1,1,0,40,1
49,2,1,0,0,1,40,0
24,0,1,0,0,1,40,0
46,0,4,1,2,0,40,1
42,0,0,2,1,1,40,0
37,0,1,2,3,1,40,0
34,0,0,1,1,0,40,0
26,0,1,1,1,0,40,0
18,0,1,0,1,1,20,0
33,0,1,0,0,0,40,0
41,0,1,2,1,1,15,0
26,2,1,0,1,1,40,0
33,0,2,1,1,1,40,0
24,0,1,0,1,1,45,0
35,0,0,1,1,0,40,0
35,0,0,1,1,0,40,1
43,1,0,1,1,0,40,1
51,0,0,1,1,0,40,1
35,0,2,1,1,0,40,0
47,2,2,1,1,0,45,1
22,0,1,0,1,0,40,0
20,0,0,0,1,0,20,0
27,0,0,0,1,0,40,0
20,0,1,0,1,1,10,0
47,0,0,1,1,0,50,0
39,0,1,2,1,1,40,0
44,0,0,2,0,0,20,0
34,0,0,1,1,0,45,0
35,0,4,1,1,0,40,1
36,0,1,0,1,0,48,0
45,0,1,3,1,1,45,0
35,0,4,1,1,1,50,1
24,0,0,0,1,0,40,0
54,0,1,1,1,0,40,0
60,0,0,3,1,1,40,0
46,0,2,1,1,0,35,1
26,0,1,0,0,1,40,0
41,0,4,1,1,0,38,1
30,0,2,2,1,0,40,0
19,0,1,0,1,1,30,0
48,0,2,1,1,0,60,1
22,0,1,0,1,1,24,0
50,0,4,1,1,0,60,0
21,0,0,0,1,0,40,0
47,0,1,1,1,0,50,0
33,0,0,0,3,1,36,0
39,0,0,2,1,0,40,0
19,0,1,0,1,0,24,0
36,0,0,0,0,0,40,0
23,0,1,0,1,0,25,0
40,0,1,1,1,0,40,0
35,0,1,1,1,0,40,0
20,0,0,0,1,1,40,0
27,0,0,1,1,0,40,0
66,0,4,1,1,0,50,0
64,0,4,0,1,1,35,0
48,0,1,2,1,0,53,0
24,0,2,0,1,1,40,0
25,0,2,1,1,0,60,1
50,0,0,1,1,0,50,0
59,0,1,2,1,0,40,0
28,0,0,0,3,0,30,0
19,0,0,0,1,0,40,0
28,0,1,1,1,0,45,0
36,0,4,1,1,0,45,1
29,0,0,1,1,0,40,0
39,0,2,1,1,1,20,1
26,0,2,0,0,1,20,0
19,0,0,0,1,0,30,0
21,0,0,0,1,1,45,0
32,0,1,0,1,1,40,0
26,0,2,0,1,1,50,0
20,0,1,0,2,1,15,0
19,0,1,0,1,0,30,0
33,2,2,1,1,0,42,1
23,0,1,1,1,0,40,0
29,0,0,1,1,0,45,0
42,0,0,1,1,1,40,0
63,0,0,1,2,1,20,0
34,0,0,1,1,0,40,0
48,0,0,1,1,0,50,0
25,0,2,0,1,0,50,0
32,0,1,0,0,1,40,0
22,0,1,0,1,0,25,0
25,0,0,0,1,0,50,0
24,1,1,1,1,1,44,0
29,0,2,0,1,1,40,0
39,0,0,1,1,0,40,1
57,0,0,2,1,1,40,1
33,0,0,1,1,0,60,0
42,0,0,1,1,0,40,0
42,0,4,2,1,0,40,0
22,0,1,0,1,0,30,0
39,0,1,1,1,0,55,0
41,0,1,1,1,1,32,1
20,1,0,0,0,0,40,0
47,0,1,1,1,0,40,0
44,0,1,2,1,1,40,0
29,0,2,0,0,1,40,0
52,0,1,1,1,1,16,1
71,0,1,3,1,0,35,1
52,0,0,0,1,0,55,0
36,0,0,1,1,0,40,0
53,0,1,2,1,0,48,1
37,0,0,1,1,1,30,1
34,0,2,1,1,0,55,1
35,0,2,0,1,0,50,1
34,1,1,1,1,0,40,0
39,0,2,1,1,1,36,1
24,0,1,0,1,1,20,0
23,0,2,0,1,0,50,0
27,0,2,0,1,0,45,0
25,0,0,0,1,1,40,0
29,0,1,0,1,1,40,0
42,0,1,1,1,1,37,1
51,0,0,1,1,0,40,0
29,0,0,1,1,1,40,0
18,0,0,0,1,1,20,0
24,0,0,1,1,1,36,0
36,0,0,0,0,1,28,0
32,0,0,0,0,0,40,0
45,0,2,0,1,0,40,1
42,0,0,1,1,0,16,0
32,0,0,2,1,1,40,0
49,0,0,1,1,0,40,0
28,0,2,1,1,0,45,0
32,0,0,0,1,0,35,0
38,0,2,1,2,0,50,1
44,1,0,2,1,0,25,0
19,0,0,0,1,0,40,0
24,0,2,0,1,1,40,0
58,0,0,1,1,0,50,1
56,0,2,3,1,1,40,0
43,0,1,2,1,0,40,0
32,0,0,1,1,0,40,0
34,0,2,0,0,1,40,0
28,0,0,0,1,0,40,0
35,0,0,2,1,1,35,0
38,0,0,1,1,0,40,0
26,0,1,0,1,1,40,0
24,0,0,1,1,0,60,1
40,0,0,2,1,0,45,0
23,0,0,0,1,0,40,0
51,0,4,1,1,1,50,1
30,0,0,1,1,0,40,0
41,0,2,1,1,0,40,1
50,0,2,2,1,0,45,1
41,0,0,0,1,0,40,0
35,0,2,1,1,1,30,1
34,0,1,1,1,0,40,1
28,0,2,0,1,0,45,0
22,0,0,0,1,0,40,0
65,0,0,1,1,0,40,1
23,0,1,0,1,0,40,0
47,0,1,3,1,1,35,0
51,1,0,1,0,0,60,0
34,0,0,1,0,0,40,0
52,0,0,1,1,0,60,1
29,0,0,1,1,0,40,1
29,0,0,1,1,0,40,0
25,1,1,1,1,0,40,0
21,0,1,0,1,1,40,0
38,0,2,1,1,1,40,0
41,0,2,1,1,0,40,0
40,0,0,1,1,0,40,1
43,0,0,1,2,0,60,0
25,0,1,0,1,0,40,0
22,0,1,0,0,1,30,0
61,0,0,1,1,1,5,0
42,0,2,0,1,0,40,0
44,0,0,1,3,0,40,0
65,0,0,1,1,0,40,0
43,0,0,2,1,1,24,0
42,0,0,2,1,1,42,0
37,0,0,1,4,0,40,0
31,0,2,1,1,0,55,0
26,0,2,1,1,0,40,0
47,1,1,1,0,0,50,1
22,0,1,1,1,0,40,0
33,0,2,0,1,0,40,0
37,0,0,0,0,0,50,0
47,0,1,2,1,1,60,0
52,0,1,1,1,0,55,0
29,0,2,0,1,0,40,0
42,0,4,0,1,1,40,0
23,0,0,2,1,0,60,0
30,0,1,0,1,0,40,0
25,0,1,0,1,1,30,0
32,0,0,1,1,0,80,1
33,0,0,1,1,0,43,0
20,0,1,0,1,1,18,0
34,0,1,1,1,0,40,0
31,0,1,0,1,0,45,0
30,0,0,2,1,1,40,0
31,0,0,2,1,0,40,0
59,0,0,1,1,0,40,0
58,0,0,2,0,1,36,0
54,0,0,1,0,0,40,0
25,1,2,1,1,0,40,1
41,0,1,1,1,0,40,0
37,0,0,1,1,0,40,1
46,0,0,0,1,1,24,0
39,0,0,0,1,1,38,0
19,0,0,0,1,1,40,0
54,0,0,0,1,0,41,0
39,0,4,1,1,0,40,1
41,0,0,1,1,0,40,1
26,0,3,0,1,1,30,0
33,1,1,1,1,0,40,1
56,0,1,1,1,0,40,1
60,0,0,1,1,0,40,0
22,0,0,0,1,0,70,0
48,2,4,1,1,1,50,1
45,1,4,1,1,0,55,1
18,0,0,0,2,1,40,0
56,0,0,3,1,1,40,0
40,0,2,0,2,1,48,0
38,0,0,2,1,0,32,0
58,0,1,2,1,1,40,0
23,0,1,0,1,0,50,0
63,0,1,1,1,0,40,0
51,0,2,2,1,0,45,0
44,0,0,1,1,0,70,0
46,2,1,2,1,0,40,0
32,0,2,1,0,0,40,1
31,0,1,1,1,0,40,0
21,0,0,0,1,1,50,0
30,0,1,1,1,0,40,0
54,0,0,1,1,0,50,0
28,1,4,1,1,1,20,1
57,0,0,2,1,1,40,0
44,0,0,1,1,0,45,0
19,0,1,0,1,1,20,0
27,0,0,1,1,0,40,0
27,0,2,0,0,1,40,0
33,0,1,0,1,0,55,0
20,0,1,0,1,0,16,0
55,0,0,2,1,0,45,0
41,0,0,0,1,1,40,0
30,0,2,0,1,1,40,0
25,0,1,0,1,0,24,0
31,0,0,1,1,0,50,0
51,0,0,1,1,0,60,0
24,0,2,0,1,0,40,0
70,0,0,2,1,1,32,0
23,0,1,0,1,0,40,0
61,0,0,3,1,1,40,0
47,0,0,1,1,0,60,0
56,0,1,2,1,1,50,0
79,0,5,1,1,0,35,1
20,0,1,0,1,1,15,0
30,0,0,0,2,0,40,0
27,0,2,1,1,0,25,0
40,0,2,1,1,0,40,1
58,0,0,1,1,0,40,1
50,0,3,1,1,0,60,1
29,1,1,0,1,0,40,0
43,0,2,1,1,1,35,1
33,0,0,1,1,1,52,0
21,0,1,0,1,1,9,0
38,0,0,1,1,1,40,0
38,0,1,1,1,1,35,1
21,0,1,1,1,0,40,0
42,0,1,1,1,0,20,1
42,0,0,1,1,1,40,1
32,0,1,2,1,1,50,1
28,0,2,0,1,0,40,0
40,0,4,1,1,0,40,1
40,0,1,1,1,0,40,0
49,0,1,1,1,0,40,0
35,2,4,0,1,0,40,1
33,1,0,2,1,0,40,0
24,0,0,0,1,0,40,0
41,0,4,0,1,1,40,0
43,0,1,1,0,0,40,1
23,0,0,0,1,0,40,0
41,0,2,1,1,0,50,1
55,0,1,1,1,0,40,1
34,0,1,0,1,0,40,0
27,0,1,0,0,0,40,0
52,1,4,1,1,1,40,1
36,0,1,1,0,1,40,1
52,0,2,1,1,0,55,1
24,0,0,2,3,1,50,0
36,0,0,0,0,1,40,0
31,0,0,1,1,0,40,0
67,0,4,1,1,0,60,1
47,0,1,2,1,1,35,0
32,0,2,1,1,0,55,1
32,0,0,0,1,1,35,0
21,0,0,1,4,0,35,0
27,0,1,0,1,1,48,0
23,0,1,0,1,0,37,0
56,0,0,1,1,0,50,0
24,0,2,0,1,0,35,0
43,0,2,1,1,0,40,1
23,0,2,0,1,1,60,0
26,0,1,0,1,0,42,0
42,0,0,3,1,0,40,0
23,0,0,0,1,1,40,0
51,0,0,1,1,0,55,1
40,0,0,0,1,0,25,0
27,0,2,0,1,0,50,0
42,0,0,2,1,1,40,0
23,0,1,0,1,0,10,0
38,0,0,1,1,0,40,1
31,0,0,1,1,0,40,0
21,0,1,0,1,0,30,0
24,0,2,1,2,1,40,0
55,0,1,1,1,0,40,0
31,0,1,2,1,1,30,0
23,0,1,0,1,1,20,0
35,0,0,1,1,0,40,0
19,0,1,0,1,1,30,0
38,1,0,2,1,0,56,0
52,1,0,1,1,0,40,0
59,0,5,1,1,0,40,1
39,0,1,1,1,0,43,0
24,0,1,2,1,1,40,0
25,0,0,0,1,1,38,0
32,0,1,0,0,0,40,0
35,0,0,0,1,1,40,0
50,0,0,1,1,0,45,1
18,0,0,0,1,0,20,0
37,0,0,0,1,0,42,0
30,0,1,0,1,1,36,0
22,0,0,0,1,1,40,0
70,0,0,2,1,1,23,0
43,0,4,1,1,0,40,1
33,0,1,1,1,0,39,0
51,0,1,1,1,0,50,1
22,0,1,0,1,0,12,0
33,0,0,1,0,0,40,0
35,0,1,0,1,0,60,0
32,0,1,2,1,1,55,0
41,0,2,1,1,1,25,1
37,0,1,1,1,0,40,0
50,0,2,2,1,0,55,1
40,0,2,2,1,1,20,0
29,0,2,1,1,0,40,0
38,0,0,1,1,0,35,0
20,0,1,0,2,0,8,0
25,0,1,0,1,0,25,0
39,0,4,1,1,0,50,1
24,0,2,0,1,0,30,0
20,0,1,0,1,0,40,0
25,0,1,0,1,1,40,0
57,0,1,1,1,0,40,1
39,0,1,1,1,1,35,1
66,0,2,1,1,0,40,1
34,0,1,2,1,1,40,0
36,0,2,2,1,0,40,1
46,0,0,1,1,1,40,0
42,1,4,2,1,1,45,0
46,0,0,1,1,0,70,1
34,1,0,0,1,0,40,0
43,0,1,1,0,1,40,0
42,0,1,2,1,1,40,0
31,0,2,0,1,0,48,0
32,0,1,1,1,0,40,0
46,2,0,1,1,0,40,1
24,0,2,0,1,1,40,0
23,0,0,0,1,0,55,0
50,1,4,1,1,0,40,1
37,0,1,2,1,1,45,0
29,0,0,1,0,0,40,0
36,0,1,1,1,0,44,0
29,0,0,2,1,0,40,0
45,1,0,0,0,1,40,0
42,0,0,0,1,1,40,0
51,0,2,1,1,0,25,0
61,1,0,1,1,0,48,0
50,1,0,1,0,0,40,0
59,0,0,0,1,0,40,0
25,0,0,0,1,1,30,0
22,0,0,0,1,0,16,0
56,0,1,1,1,0,40,1
44,0,2,0,0,1,40,0
57,0,0,0,1,0,40,0
27,0,2,0,1,1,40,0
30,0,2,0,0,0,40,0
61,0,2,2,1,0,40,1
33,0,0,0,1,0,87,0
40,0,0,1,0,0,40,0
35,0,1,1,1,0,40,1
64,0,4,1,2,0,60,0
41,0,0,0,1,0,54,0
34,0,1,0,1,1,40,0
24,2,2,0,1,1,40,0
20,0,1,0,1,0,40,0
38,0,2,1,1,0,40,0
22,2,2,0,1,0,8,0
55,0,2,2,1,1,73,0
20,0,1,0,1,0,35,0
26,0,2,0,1,1,40,0
33,0,0,1,1,0,50,1
24,0,0,0,1,1,40,0
25,0,1,0,1,0,46,0
37,0,2,1,1,0,45,1
49,2,1,1,1,0,40,1
74,0,0,3,1,1,40,1
37,0,0,2,1,0,40,0
40,0,0,1,1,1,35,1
34,0,2,0,1,0,40,1
30,0,3,1,0,0,40,0
58,0,0,1,1,1,40,0
44,0,0,1,1,0,40,0
42,0,1,1,1,0,25,1
39,0,0,0,1,0,18,0
19,0,0,0,0,0,40,0
41,0,4,1,1,0,70,1
34,2,1,0,1,0,40,0
27,0,-1,1,1,0,24,0
54,0,1,2,1,1,48,0
40,0,0,3,0,1,37,0
19,0,1,0,1,1,25,0
33,0,1,1,1,0,52,0
28,0,2,0,1,0,40,0
55,0,0,1,1,1,30,1
21,0,1,0,1,0,40,0
51,0,0,2,1,1,38,0
19,0,0,0,0,1,40,0
42,0,0,0,1,1,24,0
51,0,0,2,1,1,40,0
21,0,1,0,1,1,40,0
26,0,0,0,1,0,52,0
42,2,4,0,1,1,60,1
40,0,1,1,1,0,40,0
55,0,4,1,1,0,40,1
33,0,0,0,0,0,32,0
62,0,0,1,1,0,60,1
59,0,0,1,1,1,20,0
70,1,1,3,1,1,17,0
26,0,1,0,1,1,20,0
25,0,4,0,1,1,43,0
46,0,0,1,1,0,40,0
34,0,4,1,1,0,50,1
22,0,2,0,1,1,35,0
39,1,0,2,1,0,42,0
24,0,2,1,1,0,40,0
41,1,4,0,0,1,40,0
36,0,0,1,1,0,33,0
39,0,2,2,1,0,40,0
26,0,2,0,1,0,45,0
49,1,4,0,1,1,40,0
43,0,1,1,1,0,50,1
54,2,0,1,1,0,40,1
57,1,4,1,1,0,60,0
28,0,2,1,1,0,40,1
29,0,2,1,1,0,40,0
21,0,0,0,1,0,40,0
51,0,0,1,1,0,40,0
36,0,0,2,1,1,40,0
31,1,2,1,1,0,40,0
20,0,0,0,1,1,10,0
36,0,0,1,1,0,40,0
38,0,0,2,1,0,40,0
37,0,2,1,1,0,45,1
39,0,4,1,1,0,40,1
33,0,0,2,1,0,50,0
35,0,0,0,1,1,40,0
23,0,1,0,3,0,40,0
25,0,0,1,1,0,30,0
35,0,0,1,1,0,40,0
32,0,0,0,0,1,13,0
29,0,2,1,1,0,40,1
45,0,2,1,1,0,37,0
40,0,1,2,1,1,40,0
24,0,0,0,1,1,49,0
34,0,0,1,1,0,40,0
20,0,1,0,1,0,40,0
30,0,1,2,0,1,37,0
26,0,1,0,1,0,40,0
22,0,0,0,1,1,10,0
40,0,0,1,1,0,40,1
49,0,1,1,1,0,50,0
35,0,4,0,1,0,55,1
28,0,2,1,1,0,45,1
21,0,1,0,1,0,45,0
53,0,0,2,1,1,40,0
48,0,1,3,1,0,50,1
29,0,0,1,1,0,45,0
25,0,1,2,1,1,40,0
37,0,0,1,1,0,40,0
43,1,2,2,1,1,55,0
40,1,0,1,1,0,40,0
55,0,5,1,1,0,30,1
26,0,2,1,1,0,50,1
44,0,1,1,1,0,40,0
49,0,0,1,1,0,52,1
26,0,0,0,0,1,30,0
58,0,0,1,1,0,40,0
26,0,2,0,1,0,40,0
64,0,0,0,1,1,25,0
41,0,1,1,1,0,40,1
45,0,0,0,1,0,40,0
39,0,2,1,1,0,50,1
41,1,0,1,1,0,40,0
33,0,4,1,1,0,45,1
39,0,4,0,1,1,50,0
41,0,1,1,1,0,55,0
22,0,0,0,1,0,40,0
25,0,1,0,1,1,45,0
25,0,1,2,1,1,40,0
66,0,0,3,1,1,40,0
19,0,1,0,1,0,35,0
44,0,0,0,0,1,38,0
28,0,1,0,1,0,50,0
19,0,0,0,1,0,40,0
43,0,0,1,0,0,40,1
39,0,2,1,1,0,40,1
33,0,2,1,1,0,50,0
44,0,0,1,0,1,40,0
40,0,1,1,1,0,50,1
41,0,0,0,1,0,6,0
23,1,1,0,0,0,30,0
48,0,0,1,1,0,40,1
38,0,4,1,1,0,45,0
37,0,4,1,1,0,50,1
45,0,4,1,1,0,55,1
29,0,0,1,1,0,40,0
66,1,0,3,1,1,25,0
19,0,0,0,1,1,50,0
34,0,2,1,1,0,40,1
39,0,4,0,1,1,45,0
27,0,0,1,1,0,99,0
46,0,0,1,1,0,36,0
20,0,0,0,2,1,15,0
29,0,0,1,3,0,48,0
23,0,0,0,1,1,35,0
20,0,1,1,0,1,18,0
57,0,2,1,2,0,40,0
33,0,2,1,1,0,40,1
24,0,2,0,1,0,55,0
54,0,0,1,1,0,65,0
46,2,5,0,1,1,50,1
19,0,0,0,1,0,40,0
43,0,2,2,1,0,40,0
58,0,0,3,1,0,40,0
34,0,0,2,1,0,40,0
29,0,0,1,1,0,40,1
39,0,0,1,1,0,65,0
35,0,1,1,0,0,50,1
31,0,1,2,1,1,20,0
18,0,1,0,1,0,30,0
47,1,0,1,1,0,40,1
46,0,0,1,1,0,50,0
43,0,2,1,1,0,40,1
51,2,0,1,1,0,40,1
21,0,1,0,1,1,40,0
39,1,0,1,1,0,40,1
36,0,4,0,1,1,40,0
38,0,0,1,1,1,40,0
31,0,2,1,1,1,35,1
36,0,1,1,1,0,45,0
40,0,0,1,1,0,45,1
25,0,2,0,0,0,40,0
41,0,2,1,1,1,25,1
33,0,0,0,1,0,45,0
51,0,0,1,1,0,40,0
34,0,0,1,1,0,40,0
19,0,1,0,1,0,25,0
47,0,0,1,1,1,40,1
26,0,2,0,1,1,40,0
36,0,0,1,1,0,60,1
28,0,0,0,0,0,40,0
19,0,0,0,1,1,14,0
42,0,2,1,1,0,90,0
35,0,0,1,1,1,38,0
22,0,1,0,1,1,25,0
54,0,0,1,1,0,40,1
36,0,2,1,1,0,45,0
55,0,0,1,1,0,65,0
57,0,4,1,1,0,40,0
24,0,0,1,1,0,50,0
35,1,2,1,1,0,40,1
34,0,0,2,1,0,44,0
42,0,0,2,0,1,50,0
22,0,0,0,1,0,50,0
37,0,0,1,1,0,40,0
48,0,2,2,1,0,40,1
61,0,2,1,1,0,50,1
52,0,0,1,1,0,20,0
31,0,1,1,1,0,40,0
41,0,0,2,1,0,40,0
28,0,2,0,1,1,40,0
31,0,3,2,1,0,50,1
30,0,0,0,0,0,72,0
39,1,0,2,1,0,40,0
28,0,2,1,1,0,50,0
31,0,0,0,0,1,35,0
22,0,1,0,1,0,25,0
42,0,0,1,1,0,40,0
39,0,4,0,1,0,40,0
61,0,1,1,1,0,40,0
31,0,0,2,1,0,40,0
21,0,1,0,1,1,25,0
21,0,1,0,1,0,15,0
21,0,1,0,1,0,24,0
81,0,1,1,1,0,15,0
34,0,2,1,1,0,65,0
41,0,0,1,3,0,45,0
63,0,0,1,1,0,20,0
24,0,1,0,1,0,40,0
20,0,0,1,1,1,40,0
44,1,2,2,1,1,60,0
31,0,1,1,1,0,40,0
63,0,0,1,1,1,40,0
44,0,4,1,1,0,45,1
37,0,0,1,1,0,46,1
28,0,1,1,1,0,50,1
57,0,0,2,1,1,40,0
22,0,1,0,1,0,10,0
33,1,2,1,1,0,45,1
30,0,1,2,1,1,55,0
20,0,0,0,1,0,40,0
